enrollment_number,first_name,last_name,email,phone,date_of_birth,parent_name,parent_phone,gender,status,username,password,teacher_name,teacher_employee_id,class_name,school_name,school_class
STU-NEW-01027,Shukrona,Sharopova,shukrona6@temurbekschool.local,+998972879909,2010-01-01,Unknown Parent,+998971234567,Male,Active,shukrona6,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),122,4
STU-NEW-01028,Begzod,Tohirov,begzod6@temurbekschool.local,+998933405070,2010-01-01,Unknown Parent,+998971234567,Male,Active,begzod6,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),123,4
STU-NEW-01029,Islom,Baxtiyorov,islom12@temurbekschool.local,+998910337079,2010-01-01,Unknown Parent,+998971234567,Male,Active,islom12,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),2,3
STU-NEW-01030,Umar,Fazliddinov,umar2@temurbekschool.local,+998904561225,2010-01-01,Unknown Parent,+998971234567,Male,Active,umar2,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),144,6
STU-NEW-01031,Abubakir,Soliyev,abubakir7@temurbekschool.local,+998971234567,2010-01-01,Unknown Parent,+998971234567,Male,Active,abubakir7,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),7,6
STU-NEW-01032,Suhrob,Ravshanov,suhrob3@temurbekschool.local,+998979291151,2010-01-01,Unknown Parent,+998971234567,Male,Active,suhrob3,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),7,4
STU-NEW-01033,Sabina,Abdurahmonova,sabina5@temurbekschool.local,+998992130561,2010-01-01,Unknown Parent,+998971234567,Male,Active,sabina5,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),121,3
STU-NEW-01034,Aziz,Sodiqov,aziz6@temurbekschool.local,+998910385206,2010-01-01,Unknown Parent,+998971234567,Male,Active,aziz6,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),54,1
STU-NEW-01035,Saidali,To'lqinov,saidali2@temurbekschool.local,+998915219153,2010-01-01,Unknown Parent,+998971234567,Male,Active,saidali2,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),121,2
STU-NEW-01036,Umar,Sadriddinov,umar3@temurbekschool.local,+998979286907,2010-01-01,Unknown Parent,+998971234567,Male,Active,umar3,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),89,3
STU-NEW-01037,Abdukarim,Aslamov,abdukarim@temurbekschool.local,+998971234567,2010-01-01,Unknown Parent,+998971234567,Male,Active,abdukarim,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),Unknown School,10
STU-NEW-01038,Mustafo,Jamshidov,mustafo2@temurbekschool.local,+998971234567,2010-01-01,Unknown Parent,+998971234567,Male,Active,mustafo2,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),Unknown School,10
STU-NEW-01039,Nuriddin,Husenov,nuriddin3@temurbekschool.local,+998971234567,2010-01-01,Unknown Parent,+998971234567,Male,Active,nuriddin3,012345678,Xursandmurodova Shamsiya,TCH-021,Kids English (Shamsiyabegim),Unknown School,10
